Society_name_EA,Family,latitude,longitude,Moralizing.bin,AnimHusbandry,Agriculture,JurLevelGlobal,Stability,Abundance
Osset,Indo-European,43,44,1,1,0,1,-1.322168268,-0.311822477
Pathan,Indo-European,35,72,1,1,1,2,-1.213732891,-0.561091296
Brazilians,Indo-European,-14.13,-51.85,1,1,1,4,0.920018532,0.640687781
Djuka,Indo-European,5,-54,0,0,1,1,0.231615923,2.097911586
French Canadians,Indo-European,47,-72,1,1,1,3,-1.367114692,-0.295498758
Neapolitians,Indo-European,41.35,13,1,1,1,3,-1.427227747,0.10607104
Spaniards,Indo-European,37,-6,1,1,1,3,-1.237228585,-0.210395055
Walloons,Indo-European,50,5,1,1,1,4,-1.332774623,-0.191480511
Bulgarians,Indo-European,43,24,1,1,1,3,-1.326159952,-0.243392535
Byelorussians,Indo-European,55,28,1,1,1,4,-1.176079183,-0.558414271
Czechs,Indo-European,50,16,1,1,1,3,-1.225814129,-0.249504155
Russians,Indo-European,53,41,1,1,1,4,-1.4082228,-0.593544536
Serbs,Indo-European,44,20,1,1,1,3,-1.631853699,-0.027030868
Ukranians,Indo-European,48,36,1,1,1,4,-1.454978303,-0.731082052
Cherkess,West_Caucasian,44,42,1,1,1,1,-1.295328455,-0.347510417
Georgians,Kartvelian,42,45,1,1,1,2,-1.665596261,0.143299365
Muju,Trans-New_Guinea,-6,141,0,1,1,0,0.600110297,0.761059295
Mafulu,Trans-New_Guinea,-8,147,0,1,1,0,-0.588283709,1.273082104
Hungarian,Uralic,47,20,1,1,1,3,-1.226838711,-0.440260135
Lapps,Uralic,68,22,1,1,0,0,-0.853993236,-1.725939452
Ob Ostyak,Uralic,62,74,1,1,0,0,-0.770852409,-1.570257351
Soromadja,Tor-Kwerba,-2,138,0,1,0,0,1.202184421,0.276188069
Yakut,Altaic,65,125,0,1,0,2,-0.229527338,-2.15574756
Japanese,Japonic,35,136,0,1,1,4,-1.212247248,-0.015027211
Nunamiut,Eskimo-Aleut,68,-152,0,0,0,0,-0.26586868,-2.316721444
Satudene,Nuclear_Na-Dene,65,-119,0,0,0,0,0.081887532,-2.532787574
Tareumiut,Eskimo-Aleut,71,-157,0,0,0,0,0.050574337,-2.767269883
Beaver,Nuclear_Na-Dene,58,-117,0,0,0,0,-1.061788824,-1.302181552
Carrier,Nuclear_Na-Dene,54,-124,0,0,0,0,-1.25113543,-1.04557049
Nipigon,Algic,50,-88,0,0,0,0,-1.137983088,-0.796247953
Chipewyan,Nuclear_Na-Dene,60,-105,0,0,0,0,-0.113311407,-2.15586125
Ingalik,Nuclear_Na-Dene,62,-160,0,0,0,0,-0.67475072,-1.819374589
Kaska,Nuclear_Na-Dene,59,-128,0,0,0,0,-0.735943903,-1.546843883
Nabesna,Nuclear_Na-Dene,63,-141,0,0,0,0,-0.541270112,-1.897574304
Katikitegon,Algic,46,-92,0,0,0,0,-1.561361805,-0.238252994
Sekani,Nuclear_Na-Dene,56,-123,1,0,0,0,-0.988043802,-1.057153658
Slave,Nuclear_Na-Dene,61,-120,0,0,0,0,-1.06353984,-1.494032197
Tahltan,Nuclear_Na-Dene,58,-131,0,0,0,0,-0.832181291,-1.166807865
Tanaina,Nuclear_Na-Dene,62.1,-144.1,0,0,0,0,-0.855074281,-1.50120686
Hupa,Nuclear_Na-Dene,41,-123,0,0,0,0,-1.806259929,0.449009623
Tolowa,Nuclear_Na-Dene,42,-124,0,0,0,0,-1.677715654,0.759890957
Chiricahua,Nuclear_Na-Dene,31,-108,0,1,0,0,-0.706963824,-0.714590485
Jicarilla,Nuclear_Na-Dene,36,-104,0,1,0,0,-1.072691564,-0.684056448
Navaho,Nuclear_Na-Dene,37,-110,0,1,1,0,-0.786500554,-1.160926627
Cree Attawapiskat,Algic,53,-83,0,0,0,0,-0.618073515,-1.461207129
Nootka,Wakashan,49.1,-125.7,0,0,0,1,-1.712854585,0.444103055
Maidu,Maiduan,40,-121,0,0,0,1,-1.964774684,0.355845672
Nisenan,Maiduan,39,-121,0,0,0,0,-1.837337627,0.419872895
Nomlaki,California_Penutian,39,-122,0,0,0,0,-1.496206596,-0.164416903
Wintu,California_Penutian,41,-122,0,0,0,0,-1.977914155,0.418929562
Lake Yokuts,Yok-Utian,36,-120,0,0,0,0,-1.102498001,-0.504450441
Alkatcho,Nuclear_Na-Dene,53,-126,0,0,0,0,-1.10924216,-0.775365536
Yokuts,Yok-Utian,36,-120,0,0,0,0,-1.102498001,-0.504450441
Wishram,Chinookan,46,-121,0,0,0,0,-1.322417094,-0.212159044
Klamath,Plateau_Penutian,43,-122,0,0,0,0,-1.611087219,0.12114473
Modoc,Plateau_Penutian,42,-122,0,0,0,0,-1.428902229,-0.244657001
Nez Perce,Plateau_Penutian,45,-115,0,1,0,1,-1.091143717,-0.71763844
Tenino,Plateau_Penutian,45,-121,1,0,0,0,-1.176137497,-0.514469954
Creek,Muskogean,33,-84,0,0,1,2,-1.436971768,0.328844894
Natchez,Gulf,32,-91,0,0,1,1,-1.25438013,0.194729594
Klahuse,Salishan,51,-125,0,0,0,0,-1.054384044,-0.595391013
Timucua,Unclassified2,27,-82,0,0,1,1,-0.85873915,0.100168116
Stalo,Salishan,49,-122,0,0,0,0,-1.527871837,0.391570305
Yuki,Yuki,40,-123,0,0,0,0,-1.656307027,0.308925262
Bellacoola,Salishan,52,-127,0,0,0,0,-1.193697121,-0.147952098
Coeur dêAlene,Salishan,48,-117,0,1,0,1,-1.639938234,-0.148281267
Comox,Salishan,50,-125,0,0,0,0,-1.290797808,-0.003213665
Cowichan,Salishan,49,-123,0,0,0,0,-1.591570263,-0.254986506
Flathead,Salishan,46,-113,0,1,0,1,-1.038364739,-0.883001315
Klallam,Salishan,48,-123,0,0,0,0,-1.597463523,0.566790838
Lillooet,Salishan,50,-125,0,0,0,0,-1.290797808,-0.003213665
Lummi,Salishan,49,-123,0,0,0,0,-1.591570263,-0.254986506
Puyallup,Salishan,47,-122,0,0,0,0,-1.443755303,0.219167532
Sanpoil,Salishan,48,-119,0,0,0,0,-1.278587925,-0.841739326
Shuswap,Salishan,51,-120,0,0,0,1,-1.100705477,-0.709617796
Haisia,Wakashan,54,-129,0,0,0,0,-1.436170228,-0.112622666
Squamish,Salishan,50,-123,0,0,0,0,-1.203397592,-0.221590607
Twana,Salishan,48,-123,0,0,0,0,-1.597463523,0.566790838
Arapaho,Algic,40,-103,0,1,0,1,-0.993945704,-0.944714196
Blackfoot,Algic,51,-112,0,1,0,0,-1.070083569,-1.215158555
Blood,Algic,51,-115,0,1,0,1,-1.273632322,-0.725129923
Huchnom,Yuki,39,-123,0,0,0,0,-1.771628468,0.495013636
Cheyenne,Algic,39,-104,0,1,0,1,-0.886932305,-0.889335969
Chippewa,Algic,49,-96,0,0,0,0,-1.400924632,-0.578657618
Delaware,Algic,41,-75,0,0,1,0,-1.558620413,0.117830154
Eastern Cree,Algic,51,-85,0,0,0,0,-0.845657849,-1.09378507
Sinkaitk,Salishan,49,-120,0,1,0,0,-1.179498664,-0.531027118
Gros Ventre,Algic,49,-109,1,1,0,1,-1.062559657,-1.153678799
Walapai,Esselen-Yuman,36,-114,0,1,0,0,-0.872112351,-1.061590214
Miami,Algic,40,-86,0,0,1,1,-1.486593653,-0.133220815
Micmac,Algic,47,-65,0,0,0,1,-1.300945752,-0.447433894
Tolkepaya,Esselen-Yuman,34,-114,0,0,0,0,-0.615425095,-1.228852363
Montagnais,Algic,48,-72,0,0,0,0,-1.304876577,-0.469131381
Naskapi,Algic,58,-70,0,0,0,0,-0.128149874,-2.210410597
Ottawa,Algic,46,-82,0,0,0,1,-1.583193664,-0.340779034
Bungi,Algic,51,-100,0,1,0,0,-1.158438463,-0.951338393
Piegan,Algic,49,-115,0,1,0,1,-1.20139674,-0.556707631
Plains Cree,Algic,45,-94,0,1,0,0,-1.550329522,-0.603929243
Potawatomi,Algic,44,-85,0,0,0,1,-1.55342034,-0.160452534
Rainy River,Algic,49,-92,0,0,0,0,-1.420715178,-0.430217623
Shawnee,Algic,37,-85,1,0,0,1,-1.396236191,0.041102596
Yurok,Algic,41,-124,0,0,0,0,-1.724558163,0.80171981
Assiniboin,Siouan,48,-106,0,1,0,0,-1.155492532,-1.078594676
Crow,Siouan,45,-108,0,1,0,1,-0.950087934,-0.975984905
Hidatsa,Siouan,47,-101,0,1,1,0,-1.261354967,-0.964064874
Omaha,Siouan,41,-96,0,1,0,1,-1.615565536,-0.393872373
Teton,Siouan,43,-103,0,1,0,1,-1.017199609,-0.876440648
Fox,Algic,45,-95,1,1,0,1,-1.449032215,-0.61658481
Pawnee,Caddoan,42,-100,0,1,1,1,-1.38278804,-0.658486255
Wichita,Caddoan,34,-98,0,1,1,1,-1.396032888,-0.27718147
Huron,Carib,44.1,-78,0,0,1,1,-1.292351207,-0.45802087
Iroquois,Iroquoian,43,-77,0,0,1,2,-1.286424995,-0.2853517
Cochiti,Keres,36,-106,0,1,1,0,-1.303891695,-0.279583154
Santa Ana,Keres,35,-107,0,1,1,0,-1.060799174,-0.610414546
Hasinai,Caddoan,31,-95,1,0,1,2,-1.398495081,0.275499501
Chimariko,Northern,41,-123,0,0,0,0,-1.806259929,0.449009623
Karok,Northern,42,-123,0,0,0,0,-1.459511427,0.20152377
Eastern Pomo,Northern,39,-123,0,0,0,0,-1.771628468,0.495013636
Northern Pomo,Northern,39,-123,0,0,0,0,-1.771628468,0.495013636
Atsugewi,Northern,41,-121,0,0,0,0,-1.505505763,-0.215173072
Shasta,Northern,41,-122,0,0,0,1,-1.977914155,0.418929562
Cocopa,Esselen-Yuman,32,-115,0,1,1,0,-0.343400189,-1.619008295
Diegueno,Esselen-Yuman,32,-116,0,0,0,0,-1.109396028,-0.619423324
Havasupai,Esselen-Yuman,36,-112,0,0,1,0,-1.241528359,-0.649665398
Kiliwa,Esselen-Yuman,31,-115,0,0,0,0,-0.410276598,-1.254375038
Maricopa,Esselen-Yuman,33,-113,0,0,0,1,-0.522868815,-1.196596916
Mohave,Esselen-Yuman,35,-114,0,0,1,1,-0.994564197,-0.984085977
Kamia,Esselen-Yuman,33,-115,0,0,1,1,-0.308838215,-1.635715977
Sia,Keres,36,-107,0,1,1,0,-1.376032382,-0.32092975
Yavapai,Esselen-Yuman,35,-112,0,0,0,0,-1.744893286,0.001559878
Aztec,Uto-Aztecan,19,-99,0,0,1,2,-1.171016086,0.908971963
Papago,Uto-Aztecan,31,-112,1,0,1,0,-0.545458173,-1.052964666
Tarahumara,Uto-Aztecan,28,-107,1,1,1,0,-1.169027978,-0.041823795
Cahuilla,Uto-Aztecan,33,-116,0,0,0,0,-0.857289697,-0.97161662
Chemehuevi,Uto-Aztecan,35,-115,0,0,0,0,-1.052712195,-1.210798839
Eastern Mono,Uto-Aztecan,37,-118,0,0,0,0,-1.405028981,-0.713025983
Gabrielo,Uto-Aztecan,34,-118,0,0,0,0,-1.551251708,-0.058816538
Hopi,Uto-Aztecan,36,-111,0,1,1,0,-0.999047562,-0.922805582
Hukundika,Uto-Aztecan,42,-112,0,0,0,0,-1.257378108,-0.694715905
Kuyuidokado,Uto-Aztecan,40,-119,0,0,0,0,-0.89732213,-1.239116714
Luiseno,Uto-Aztecan,33,-117,0,0,0,0,-1.201437401,-0.259431544
Serrano,Uto-Aztecan,34,-117,0,0,0,0,-1.4157777,-0.18001695
Southern Ute,Uto-Aztecan,38,-109,0,1,0,0,-1.005382551,-0.806941478
Tubatulabal,Uto-Aztecan,39,-118,0,0,0,1,-0.827747186,-1.38683589
Wadadokado,Uto-Aztecan,43,-119,0,0,0,0,-0.934226856,-1.160175953
Wadatkuht,Uto-Aztecan,41,-120,0,0,0,0,-1.199581539,-0.840343463
White Knife,Uto-Aztecan,41,-117,0,0,0,0,-0.873512781,-1.217600584
Tewa,Kiowa_Tanoan,36,-106,0,1,1,0,-1.303891695,-0.279583154
Isleta,Kiowa_Tanoan,35,-107,0,1,1,0,-1.060799174,-0.610414546
Chorti,Mayan,14,-89,0,1,1,1,-0.067638252,1.159766748
Quiche,Mayan,15,-91,1,1,1,1,-0.809116943,1.561063158
Mixe,Mixe-Zoque,17,-95,1,1,1,1,-0.270835345,1.187894793
Popoluca,Mixe-Zoque,18,-95,1,1,1,0,-0.122961481,0.897876143
Chichimec,Oto-Manguean,22,-100,0,0,0,0,-0.745000547,-0.105290273
Bacairi,Carib,-14,-55,0,0,1,0,0.648338539,0.735453998
Black Carib,Arawakan,16,-89,1,0,1,0,-0.33580889,1.657085811
Cagaba,Chibchan,11,-74,0,1,1,0,0.533556894,1.158132298
Carinya,Carib,9,-64,0,0,1,0,0.859823493,0.428436477
Kuikuru,Carib,-13,-54,0,0,1,0,0.736518749,0.858780363
Locono,Arawakan,6,-57,0,0,1,0,0.464648394,1.730907755
Waiwai,Carib,1,-59,0,0,1,0,0.699128731,1.398007667
Yabarana,Carib,5,-66,0,0,1,0,0.265505732,2.00292909
Yupa,Carib,9,-72,0,0,1,0,0.825665972,0.842439067
Yagua,Peba-Yaguan,-3,-72,0,0,0,0,1.138686508,1.682499212
Witoto,Witotoan,-1,-74,0,0,1,0,0.91290349,1.793543503
Bribri,Chibchan,9,-83,0,1,1,0,-0.31687539,2.177846509
Barama Carib,Carib,5,-59,0,0,1,0,0.152071475,2.272280968
Cayapa,Barbacoan,1,-79,0,1,1,0,0.885649807,1.065551269
Chibcha,Chibchan,5,-72,0,0,1,2,0.833876347,0.999616287
Cuna,Chibchan,9,-78,1,1,1,1,1.43738981,0.876786661
Tunebo,Chibchan,7,-72,0,0,1,0,-0.349523587,1.646807731
Miskito,Misumalpan,13,-85,1,1,0,1,0.209959333,1.283505866
Apinaye,Macro-Ge,-6,-49,0,0,1,0,0.79293004,1.104594045
Shavante,Macro-Ge,-14,-52,0,0,0,0,0.834519196,0.664624179
Cocama,Tupi,1,-79,0,1,0,0,0.885649807,1.065551269
Bororo,Macro-Ge,-16,-55,0,0,0,1,0.300509043,0.727656592
Inca,Quechuan,-13,-72,0,1,1,4,-0.315688991,0.76908325
Aweikoma,Macro-Ge,-28,-50,0,0,0,0,-0.661245333,1.047808822
Abipon,Mataco-Guaicuru,-29,-61,0,1,0,0,-0.51148477,-0.294586499
Toba,Mataco-Guaicuru,-25,-60,1,1,0,1,-0.144202873,-0.090942683
Choroti,Mataco-Guaicuru,-22,-62,0,0,0,0,0.402338936,-0.578671875
Mataco,Mataco-Guaicuru,-24,-63,0,1,0,0,0.190788061,-0.398764479
Lengua,Mascoian,-23,-59,0,0,0,0,0.517149564,-0.404313921
Amahuaca,Panoan,-10,-72,0,0,1,0,1.091188226,1.292148507
Conibo,Panoan,-9,-74,0,0,0,0,1.086021722,1.357828812
Chamacoco,Zamucoan,-20,-59,0,0,0,1,0.872244351,-0.39486816
Camayura,Tupi,-12,-54,0,0,1,0,1.020142671,0.834246589
Umotina,Macro-Ge,-15,-57,0,0,1,0,0.637943707,0.705894831
Sherente,Macro-Ge,-9,-48,0,0,1,0,0.845368766,0.728270298
Mundurucu,Tupi,-6,-58,0,0,1,0,0.945757684,1.409485725
Siriono,Tupi,-16,-64,0,0,0,0,0.759242998,0.66542697
Tapirape,Tupi,-11,-52,0,0,1,0,1.201246532,0.621721925
Tenetehara,Tupi,-3,-46,0,1,1,0,1.117605201,0.865281118
Tupinamba,Tupi,-8,-35.4,0,0,1,1,0.62243311,0.74108775
Cubeo,Tucanoan,1,-71,0,1,1,0,0.817106488,1.568014508
Campa,Arawakan,-8,-75,0,0,1,0,1.174491585,1.222625524
Goajiro,Arawakan,12,-72,0,1,0,0,1.069953802,-0.021647351
Ramcocamecra,Macro-Ge,-7,-45,0,1,1,0,0.687661215,0.62635934
Paraujano,Arawakan,11,-72,0,0,0,0,0.618501105,0.492144603
Paressi,Arawakan,-15,-58,0,0,1,0,0.62820649,0.709731766
Terena,Arawakan,-21,-58,0,1,0,0,0.694935409,-0.132285226
Mapuche,Araucanian,-39,-68,0,1,1,0,-0.610198426,-1.693482782
Tehuelche,Chon,-46,-70,0,1,0,0,-0.06293583,-2.188881711
Ainu,Language_isolate5,44,144,0,0,0,1,-1.415630304,-0.495951098
Alacaluf,Alacalufan,-52,-74,0,0,0,0,-0.147147074,-1.656375293
Burusho,Language_isolate6,37,75,1,1,1,1,-0.656268048,-1.748570662
Caraja,Macro-Ge,-12,-50,0,0,0,0,1.056822376,0.646626685
Chinantec,Oto-Manguean,18,-96,1,1,1,0,-0.231540431,1.103540351
Choco,Choco,8,-78,0,0,1,0,1.599166628,0.798000129
Fur,Nilo-Saharan,12,24,1,1,1,3,1.449844737,-1.304150817
Guahibo,Guahiban,5,-69,0,0,1,0,1.250202172,0.547805436
Haida,Haida,54,-132,0,0,0,0,-1.180104505,-0.749757106
Jivaro,Jivaroan,-3,-78,0,1,1,0,0.332015689,1.623102342
Koreans,Language_isolate9,35,102,0,1,1,2,0.048469503,-1.201254732
Kutenai,Language_isolate10,50,-117,0,1,0,1,-1.19840589,-0.455077906
Lenca,Unclassified3,14,-88,1,1,1,0,0.118981642,0.922539051
Nambicura,Nambiquaran,-12,-59,0,0,0,0,1.185511093,0.76700567
Piaroa,Salivan,5,-67,0,0,0,0,0.119947909,1.947347506
Sanema,Yanomam,4,-66,0,0,0,0,0.491442591,1.921390591
Songhai,Nilo-Saharan,17,-1,1,1,1,3,1.809458379,-2.528715244
Spanish Basques,Basque,43,-2,1,1,1,3,-1.448569484,0.366525147
Tasmanians,Australian,-42,146,0,0,0,0,-1.160421669,-0.132785114
Tlingit,Nuclear_Na-Dene,58,-134,0,0,0,0,-1.315726658,-0.736340319
Trumai,Language_isolate12,-12,-53,0,0,1,0,1.035534701,0.794880463
Tsimshian,Tsimshian,55,-130,0,0,0,1,-1.095831585,-0.418243089
Tucuna,Language_isolate13,-3,-70,0,0,0,0,1.104894056,1.53727741
Warrau,Language_isolate14,9,-62,1,0,0,0,0.479173399,1.177734568
Washo,Washo,39,-120,0,0,0,0,-1.699778716,0.015657021
Yanomamo,Yanomam,2,-65,0,0,1,0,0.774065191,1.669281437
Zerma,Nilo-Saharan,13,3,1,1,1,2,1.49966019,-1.101680351
Zuni,Language_isolate17,35,-109,0,1,1,0,-0.935125287,-0.775416538
